Site	ID	lat	long	RSL_class	-1030	-980	-930	-880	-830	-780	-730	-680	-630	-580	-530	-480	-430	-380	-330	-280	-230	-180	-130	-80	-30	20	70	120	170	220	270	320	370	420	470	520	570	620	670	720	770	820	870	920	970	1020	1070	1120	1170	1220	1270	1320	1370	1420	1470	1520	1570	1620	1670	1720	1770	1820	1870	1920	1970	2020
Sanborn Cove	46000	44.7	-67.4	RSLs	-2095.753	-2056.252	-2014.017	-1972.183	-1936.962	-1908.997	-1883.798	-1854.643	-1828.417	-1809.936	-1790.274	-1766.607	-1742.967	-1718.399	-1684.553	-1640.059	-1600.31	-1578.748	-1564.668	-1545.024	-1521.399	-1497.392	-1470.961	-1437.767	-1403.104	-1369.707	-1334.903	-1301.979	-1271.523	-1239.264	-1207.792	-1174.024	-1141.531	-1117.384	-1093.918	-1066.486	-1040.375	-1015.568	-989.917	-966.232	-941.742	-918.461	-899.83	-883.121	-863.715	-843.835	-821.283	-793.362	-764.799	-740.293	-718.838	-697.075	-670.646	-642.196	-605.829	-559.421	-495	-416.118	-326.441	-216.817	-86.964	27.886
Sanborn Cove	46000	44.7	-67.4	SDs	1032.985	1015.24	997.644	980.101	962.572	945.053	927.537	910.026	892.537	875.074	857.626	840.199	822.789	805.392	788.006	770.638	753.281	735.935	718.599	701.272	683.952	666.642	649.341	632.053	614.787	597.532	580.277	563.033	545.794	528.57	511.361	494.168	476.98	459.78	442.562	425.333	408.089	390.82	373.51	356.149	338.746	321.278	303.709	286.002	268.115	249.995	231.574	212.777	193.516	173.647	153.017	131.5	108.986	85.548	61.627	38.862	22.899	18.816	17.075	10.872	7.558	12.742
Barn Island	47000	41.3	-71.9	RSLs	-3844.776	-3751.166	-3639.985	-3523.469	-3427.124	-3352.375	-3291.06	-3226.812	-3160.692	-3102.833	-3046.929	-2992.276	-2944.142	-2899.438	-2844.125	-2777.203	-2722.31	-2690.294	-2662.866	-2624.334	-2580.643	-2539.303	-2492.133	-2425.977	-2354.846	-2286.174	-2216.069	-2159.139	-2119.637	-2080.826	-2039.865	-1991.571	-1940.955	-1897.2	-1844.902	-1786.115	-1732.81	-1678.652	-1618.335	-1565.554	-1520.188	-1471.354	-1416.173	-1349.543	-1267.915	-1170.529	-1055.275	-935.193	-847.932	-798.272	-759.221	-722.803	-685.47	-643.623	-590.065	-534.659	-467.388	-394.936	-322.929	-237.263	-111.635	31.771
Barn Island	47000	41.3	-71.9	SDs	336.388	327.274	319.895	313.586	307.59	301.7	295.788	289.718	283.702	277.587	271.362	265.07	258.825	252.487	246.011	239.783	233.929	228.372	223.032	217.707	212.349	206.899	201.284	195.696	190.29	184.835	179.057	173.528	168.001	162.344	156.512	150.494	144.531	138.375	132.059	125.878	119.631	112.934	105.86	99.491	93.404	86.115	77.101	67.421	58.158	48.316	37.038	25.179	19.207	16.272	17.848	16.966	12.827	13.094	11.846	11.112	10.795	11.299	11.444	9.161	6.428	10.43
Snipe Key	48000	24.7	-81.7	RSLs	-2050.485	-2014.598	-1970.585	-1920.726	-1871.534	-1825.535	-1780.725	-1732.503	-1689.838	-1660.02	-1635.119	-1611.141	-1589.609	-1566.338	-1531.881	-1487.981	-1451.831	-1436.391	-1430.435	-1420.833	-1409.695	-1400.767	-1391.258	-1375.188	-1355.479	-1332.454	-1301.705	-1264.647	-1219.516	-1161.522	-1098.209	-1032.514	-968.675	-912.054	-855.077	-798.236	-750.078	-710.308	-675.322	-645.985	-617.817	-593.354	-575.964	-561.535	-543.992	-524.187	-498.871	-464.749	-427.419	-395.45	-371.757	-354.923	-341.122	-333.839	-328.574	-324.413	-314.208	-294.113	-261.004	-202.173	-97.499	26.831
Snipe Key	48000	24.7	-81.7	SDs	74.36	53.545	41.25	36.335	34.99	35.024	35.142	35.1	36.217	39.462	42.874	45.115	46.213	46.593	46.616	46.293	45.625	44.947	45.314	47.654	50.465	52.736	54.195	54.674	53.981	51.7	47.441	40.824	33.942	30.349	31.166	33.727	33.92	31.014	29.488	33.416	37.42	40.005	42.115	44.59	47.172	49.004	49.887	49.82	48.66	46.097	42.039	37.839	36.814	39.808	45.013	49.911	53.075	54.343	53.918	51.309	46.033	36.852	23.723	10.288	7.748	12.637
Swan Key	49000	25.3	-80.3	RSLs	-2771.756	-2734.97	-2690.248	-2640.262	-2592.656	-2551.25	-2514.053	-2474.768	-2439.178	-2410.148	-2375.686	-2328.243	-2265.326	-2179.213	-2064.087	-1937.42	-1829.677	-1758.855	-1712.97	-1674.327	-1639.917	-1609.209	-1576.091	-1531.979	-1478.037	-1415.256	-1344.222	-1273.785	-1210.25	-1152.288	-1104.329	-1064.401	-1034.462	-1018.071	-1004.32	-986.667	-968.103	-945.794	-914.912	-876.242	-827.937	-781.318	-746.344	-720.38	-697.239	-676.948	-654.914	-625.884	-592.52	-559.674	-528.223	-497.195	-464.06	-433.484	-402.682	-372.87	-338.328	-296.588	-246.727	-181.073	-82.907	30.703
Swan Key	49000	25.3	-80.3	SDs	64.878	44.461	33.874	30.499	30.562	32.231	33.916	34.852	35.162	34.794	33.863	32.004	27.974	22.861	21.3	22.688	25.568	29.372	32.92	34.763	35.34	35.277	34.521	32.35	29.012	26.824	26.04	26.607	28.411	30.096	32.069	35.509	40.17	44.084	46.345	47.124	45.998	42.76	36.977	30.114	27.653	31.928	37.711	41.464	43.137	43.268	41.98	39.277	36.363	34.578	34.328	34.956	34.703	33.603	33.59	34.587	34.57	32.017	27.488	21.822	14.381	12.718
Cheesequake	50000	40.4	-74.3	RSLs	-3535.297	-3469.377	-3399.589	-3329.855	-3268.031	-3214.834	-3165.48	-3112.452	-3062.169	-3019.9	-2976.879	-2930.378	-2884.55	-2837.648	-2775.047	-2692.976	-2621.863	-2579.777	-2548.66	-2505.901	-2450.982	-2389.966	-2318.907	-2233.878	-2148.591	-2070.009	-1994.797	-1926.86	-1867.708	-1816.812	-1776.587	-1729.285	-1677.683	-1643.255	-1616.492	-1588.982	-1561.957	-1529.579	-1490.359	-1452.288	-1409.961	-1362.705	-1316.847	-1278.49	-1250.006	-1227.119	-1196.884	-1151.078	-1096.301	-1048.618	-1015.042	-993.481	-967.972	-926.399	-860.167	-773.014	-662.084	-544.872	-439.216	-318.287	-147.381	32.62
Cheesequake	50000	40.4	-74.3	SDs	430.615	421.689	413.265	405.032	396.792	388.473	380.034	371.49	362.932	354.454	346.173	338.26	330.827	323.657	316.428	309.209	302.025	294.822	287.434	279.735	271.8	263.771	255.625	247.259	238.557	229.353	219.469	209.109	198.586	188.106	177.978	168.498	159.556	150.615	141.112	130.896	120.002	108.412	96.087	82.954	69.219	56.585	47.842	42.935	41.543	41.662	41.215	40.814	40.173	39.692	40.017	40.045	39.635	38.984	38.745	38.101	35.153	29.819	22.479	13.142	7.797	12.284
