Basin,Region,Site,Reference,Indicator,LongLat,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,Age_2_er_max,Age_2_er_min,Age_er_max,Age_er_min,Age_er_average,RSL_er_average,site,data_type_id,SiteName,RSL_offset,Age_epoch_id,RSL_old,min_TG_Age,max_Age_proxy,Age_diff,No_TG,data_lm_slope,data_lm_slope_err,ICE6_GIA_slope,ICE5_GIA_slope,GIA_slope,sd_GIA_slope,SL
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.01,0.16,0.16,0.874,45,45,0.0225,0.0225,0.0225,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.00845680116880021
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.05,0.16,0.16,0.865,46,46,0.023,0.023,0.023,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.040451571338000036
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-0.98,0.16,0.16,0.856,48,48,0.024,0.024,0.024,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,0.03755365849280001
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.02,0.16,0.16,0.847,50,50,0.025,0.025,0.025,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,0.005558888323599964
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1,0.16,0.16,0.838,52,52,0.026,0.026,0.026,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,0.03356411815439997
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.1,0.16,0.16,0.828,52,52,0.026,0.026,0.026,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.057541182033600036
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.02,0.16,0.16,0.819,54,54,0.027,0.027,0.027,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,0.030464047797200022
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.04,0.16,0.16,0.809,54,54,0.027,0.027,0.027,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,0.019358747609199867
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.02,0.16,0.16,0.799,54,54,0.027,0.027,0.027,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,0.04825344742119997
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.02,0.16,0.16,0.79,55,55,0.0275,0.0275,0.0275,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,0.056258677251999956
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.02,0.16,0.16,0.78,54,54,0.027,0.027,0.027,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,0.06515337706400004
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.04,0.16,0.16,0.77,54,54,0.027,0.027,0.027,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,0.054048076875999884
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.05,0.16,0.16,0.76,53,53,0.0265,0.0265,0.0265,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,0.05294277668799996
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.04,0.16,0.16,0.75,52,52,0.026,0.026,0.026,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,0.07183747649999983
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.07,0.16,0.16,0.74,52,52,0.026,0.026,0.026,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,0.05073217631199989
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.07,0.16,0.16,0.73,52,52,0.026,0.026,0.026,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,0.05962687612399997
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.08,0.16,0.16,0.72,52,52,0.026,0.026,0.026,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,0.058521575935999826
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.16,0.16,0.16,0.7,53,53,0.0265,0.0265,0.0265,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.003689024439999855
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.19,0.16,0.16,0.69,52,52,0.026,0.026,0.026,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.02479432462800002
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.21,0.16,0.16,0.677,54,54,0.027,0.027,0.027,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.033231214872400106
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.27,0.16,0.16,0.661,58,58,0.029,0.029,0.029,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.07899969517320016
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.25,0.16,0.16,0.644,62,62,0.031,0.031,0.031,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.04387870549280004
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.29,0.16,0.16,0.627,65,65,0.0325,0.0325,0.0325,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.06875771581239998
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.3,0.16,0.16,0.61,68,68,0.034,0.034,0.034,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.06363672613199989
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.27,0.16,0.16,0.594,71,71,0.0355,0.0355,0.0355,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.01940520643279986
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.3,0.16,0.16,0.577,70,70,0.035,0.035,0.035,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.03428421675240001
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.33,0.16,0.16,0.56,70,70,0.035,0.035,0.035,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.04916322707200016
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.33,0.16,0.16,0.544,71,71,0.0355,0.0355,0.0355,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.03493170737280016
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.34,0.15,0.15,0.529,72,72,0.036,0.036,0.036,0.15,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.03158965765480004
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.34,0.15,0.15,0.514,74,74,0.037,0.037,0.037,0.15,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.018247607936800136
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.5,0.16,0.16,0.5,76,76,0.038,0.038,0.038,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.16579502820000003
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.55,0.16,0.16,0.486,78,78,0.039,0.039,0.039,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.20334244846320004
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.1_-65.5,48.1,-65.5,-1.46,0.16,0.16,0.473,81,81,0.0405,0.0405,0.0405,0.16,01,ProxyData,"Saint Simeon,
 Quebec",NA,NA,NA,2.001,2.014,0.0129999999999999,FALSE,0.92,8.284133579508591e-57,2.572568893432617,2.333249092102051,0.8894699812,0.6708549857,-0.10177933870759981
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.06,0.06,0.06,2.004,1,1,5e-4,5e-4,5e-4,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.06275639987000001
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.08,0.06,0.06,1.993,4,3,0.002,0.0015,0.00175,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.07517630022750008
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.08,0.06,0.06,1.991,3,2,0.0015,0.001,0.00125,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.07379810029250007
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.1,0.06,0.06,1.988,3,3,0.0015,0.0015,0.0015,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.09173080039
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.11,0.06,0.06,1.984,3,3,0.0015,0.0015,0.0015,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.09897440051999999
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.12,0.06,0.06,1.981,3,3,0.0015,0.0015,0.0015,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.10690710061750006
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.13,0.06,0.06,1.978,3,3,0.0015,0.0015,0.0015,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.114839800715
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.14,0.06,0.06,1.975,3,3,0.0015,0.0015,0.0015,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.12277250081250007
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.14,0.06,0.06,1.973,3,3,0.0015,0.0015,0.0015,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.12139430087750007
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.16,0.06,0.06,1.971,3,3,0.0015,0.0015,0.0015,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.14001610094250005
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.17,0.06,0.06,1.968,3,3,0.0015,0.0015,0.0015,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.14794880104
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.19,0.06,0.06,1.966,3,3,0.0015,0.0015,0.0015,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.166570601105
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.18,0.06,0.06,1.964,3,3,0.0015,0.0015,0.0015,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.15519240116999997
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.17,0.06,0.06,1.962,3,3,0.0015,0.0015,0.0015,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.143814201235
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.21,0.06,0.06,1.961,6,3,0.003,0.0015,0.00225,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.18312510126750003
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.21,0.06,0.06,1.959,5,3,0.0025,0.0015,0.002,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.18174690133250004
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.22,0.06,0.06,1.958,5,3,0.0025,0.0015,0.002,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.19105780136499997
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.23,0.06,0.06,1.957,5,3,0.0025,0.0015,0.002,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.20036870139750007
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.22,0.06,0.06,1.956,5,2,0.0025,0.001,0.00175,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.18967960142999998
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.19,0.06,0.06,1.955,6,2,0.003,0.001,0.002,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.15899050146250004
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.24,0.06,0.06,1.951,7,3,0.0035,0.0015,0.0025,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.20623410159250005
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.27,0.06,0.06,1.944,7,7,0.0035,0.0035,0.0035,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.23141040181999997
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.28,0.06,0.06,1.939,6,7,0.003,0.0035,0.00325,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.23796490198250006
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.28,0.06,0.06,1.935,6,7,0.003,0.0035,0.00325,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.23520850211250005
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.29,0.06,0.06,1.931,7,7,0.0035,0.0035,0.0035,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.24245210224250002
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.3,0.06,0.06,1.927,7,7,0.0035,0.0035,0.0035,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.24969570237250002
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.32,0.06,0.06,1.922,8,7,0.004,0.0035,0.00375,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.266250202535
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.32,0.06,0.06,1.918,8,8,0.004,0.004,0.004,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.26349380266499994
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.33,0.06,0.06,1.914,8,8,0.004,0.004,0.004,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.27073740279499997
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.33,0.06,0.06,1.91,9,8,0.0045,0.004,0.00425,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.26798100292499993
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.7_-63.3,44.7,-63.3,-0.37,0.06,0.06,1.905,11,9,0.0055,0.0045,0.005,0.06,01,ProxyData,"Chezzetcook Inlet,
 Nova Scotia",NA,NA,NA,1.896,2.004,0.1080000000000001,FALSE,1.78,2.5532582790276963e-83,1.2916755676269531,0.6308398246765137,0.6890999675,0.5959815383,-0.3045355030875
