Basin,Region,Site,Reference,Indicator,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,Age_2_er_max,Age_2_er_min,SiteName,Age_er_max,Age_er_min,Age_er_average,RSL_er_average
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.11,0.11,0.11,0.219,56.025,57,"Big River Marsh,
 Newfoundland",0.0280125,0.0285,0.02825625,0.11
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.06,0.11,0.11,0.2,57.025,55.025,"Big River Marsh,
 Newfoundland",0.0285125,0.0275125,0.0280125,0.11
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.03,0.16,0.16,0.1775,56,51,"Big River Marsh,
 Newfoundland",0.028,0.0255,0.02675,0.16
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.04,0.16,0.16,0.154,62,45,"Big River Marsh,
 Newfoundland",0.031,0.0225,0.02675,0.16
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.18,0.13,0.13,0.131,63,44,"Big River Marsh,
 Newfoundland",0.0315,0.022,0.02675,0.13
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.19,0.1,0.1,0.112,59,43,"Big River Marsh,
 Newfoundland",0.0295,0.0215,0.0255,0.1
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.17,0.11,0.11,0.097,52.025,39,"Big River Marsh,
 Newfoundland",0.0260125,0.0195,0.022756250000000002,0.11
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.25,0.21,0.21,0.082,48,44,"Big River Marsh,
 Newfoundland",0.024,0.022,0.023,0.21
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.2,0.11,0.11,0.067,47.025,42.075,"Big River Marsh,
 Newfoundland",0.0235125,0.0210375,0.022275,0.11
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.25,0.12,0.12,0.055,47.025,46,"Big River Marsh,
 Newfoundland",0.0235125,0.023,0.023256250000000003,0.12
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.25,0.13,0.13,0.038,49,55,"Big River Marsh,
 Newfoundland",0.0245,0.0275,0.026,0.13
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.01,0.12,0.12,0.017,52,62,"Big River Marsh,
 Newfoundland",0.026,0.031,0.0285,0.12
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.1,0.09,0.09,-0.0015,55,65.05,"Big River Marsh,
 Newfoundland",0.0275,0.032525,0.0300125,0.09
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.37,0.14,0.14,-0.019,59.025,70.025,"Big River Marsh,
 Newfoundland",0.0295125,0.0350125,0.0322625,0.14
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.27,0.1,0.1,-0.04,61.025,80,"Big River Marsh,
 Newfoundland",0.030512499999999998,0.04,0.03525625,0.1
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.13,0.14,0.14,-0.072,69,87,"Big River Marsh,
 Newfoundland",0.0345,0.0435,0.039,0.14
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.31,0.09,0.09,-0.108,73.05,71.025,"Big River Marsh,
 Newfoundland",0.036525,0.0355125,0.036018749999999995,0.09
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.4,0.13,0.13,-0.148,87,66,"Big River Marsh,
 Newfoundland",0.0435,0.033,0.03825,0.13
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.27,0.09,0.09,-0.184,92,63.025,"Big River Marsh,
 Newfoundland",0.046,0.0315125,0.03875625,0.09
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.15,0.07,0.07,-0.209,81,73.025,"Big River Marsh,
 Newfoundland",0.0405,0.0365125,0.03850625,0.07
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.26,0.08,0.08,-0.23,79.025,82.025,"Big River Marsh,
 Newfoundland",0.039512500000000006,0.0410125,0.0402625,0.08
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-1.97,0.13,0.13,-0.251,75,81.025,"Big River Marsh,
 Newfoundland",0.0375,0.0405125,0.03900625,0.13
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.46,0.09,0.09,-0.276,74,90,"Big River Marsh,
 Newfoundland",0.037,0.045,0.041,0.09
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.47,0.07,0.07,-0.306,76,85.025,"Big River Marsh,
 Newfoundland",0.038,0.0425125,0.04025625,0.07
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.41,0.11,0.11,-0.335,73,80,"Big River Marsh,
 Newfoundland",0.0365,0.04,0.03825,0.11
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.42,0.1,0.1,-0.358,72.05,73.025,"Big River Marsh,
 Newfoundland",0.036025,0.0365125,0.036268749999999995,0.1
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.47,0.1,0.1,-0.382,69.05,67.025,"Big River Marsh,
 Newfoundland",0.034525,0.0335125,0.03401875,0.1
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.44,0.1,0.1,-0.409,59.075,75.025,"Big River Marsh,
 Newfoundland",0.0295375,0.037512500000000004,0.033525000000000006,0.1
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.33,0.07,0.07,-0.434,45,71,"Big River Marsh,
 Newfoundland",0.0225,0.0355,0.029,0.07
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.53,0.14,0.14,-0.458,48.525,63.5,"Big River Marsh,
 Newfoundland",0.0242625,0.03175,0.02800625,0.14
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.37,0.15,0.15,-0.481,59.5,73.5,"Big River Marsh,
 Newfoundland",0.02975,0.03675,0.03325,0.15
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.42,0.11,0.11,-0.506,73,69.025,"Big River Marsh,
 Newfoundland",0.0365,0.0345125,0.03550625,0.11
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.79,0.2,0.2,-0.533,70,66,"Big River Marsh,
 Newfoundland",0.035,0.033,0.034,0.2
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.63,0.09,0.09,-0.556,74,73.05,"Big River Marsh,
 Newfoundland",0.037,0.036525,0.036762500000000004,0.09
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.65,0.1,0.1,-0.581,73.025,74,"Big River Marsh,
 Newfoundland",0.0365125,0.037,0.036756250000000004,0.1
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.35,0.1,0.1,-0.61,74.5,79.525,"Big River Marsh,
 Newfoundland",0.03725,0.039762500000000006,0.03850625,0.1
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.36,0.08,0.08,-0.635,80.5,74.5,"Big River Marsh,
 Newfoundland",0.04025,0.03725,0.03875,0.08
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.36,0.08,0.08,-0.659,80,68,"Big River Marsh,
 Newfoundland",0.04,0.034,0.037,0.08
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.56,0.26,0.26,-0.7085,91,62,"Big River Marsh,
 Newfoundland",0.0455,0.031,0.03825,0.26
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-3.03,0.13,0.13,-0.7335,79,49,"Big River Marsh,
 Newfoundland",0.0395,0.0245,0.032,0.13
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.42,0.12,0.12,-0.753,78.025,40,"Big River Marsh,
 Newfoundland",0.039012500000000006,0.02,0.02950625,0.12
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.55,0.16,0.16,-0.773,73.025,36,"Big River Marsh,
 Newfoundland",0.0365125,0.018,0.027256250000000003,0.16
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.63,0.11,0.11,-0.795,58.025,44.025,"Big River Marsh,
 Newfoundland",0.0290125,0.0220125,0.0255125,0.11
North Atlantic,Newfoundland,Big River Marsh,Kemp et al. (2018),Foraminifera,48.59,-58.84,-2.51,0.09,0.09,-0.814,45,50,"Big River Marsh,
 Newfoundland",0.0225,0.025,0.02375,0.09
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,0,0.06,0.06,1.993,15,14,"Placentia,
 Newfoundland",0.0075,0.007,0.00725,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,0.03,0.07,0.07,1.989,16,12,"Placentia,
 Newfoundland",0.008,0.006,0.007,0.07
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,0.02,0.06,0.06,1.984,17,10,"Placentia,
 Newfoundland",0.0085,0.005,0.00675,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,0.02,0.12,0.12,1.975,13,9,"Placentia,
 Newfoundland",0.0065,0.0045,0.0055,0.12
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.13,0.05,0.05,1.968,10,12,"Placentia,
 Newfoundland",0.005,0.006,0.0055,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.11,0.06,0.06,1.961,11,26,"Placentia,
 Newfoundland",0.0055,0.013,0.00925,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.12,0.06,0.06,1.934,26,17,"Placentia,
 Newfoundland",0.013,0.0085,0.01075,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.07,0.07,0.07,1.916,22,25,"Placentia,
 Newfoundland",0.011,0.0125,0.01175,0.07
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,0.01,0.09,0.09,1.89,27,22,"Placentia,
 Newfoundland",0.0135,0.011,0.01225,0.09
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.03,0.1,0.1,1.87,21,18,"Placentia,
 Newfoundland",0.0105,0.009,0.00975,0.1
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.15,0.11,0.11,1.858,14,28,"Placentia,
 Newfoundland",0.007,0.014,0.0105,0.11
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.16,0.08,0.08,1.84,22,49,"Placentia,
 Newfoundland",0.011,0.0245,0.01775,0.08
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.42,0.36,0.36,1.812,29,83,"Placentia,
 Newfoundland",0.0145,0.0415,0.028,0.36
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.2,0.12,0.12,1.774,46,79,"Placentia,
 Newfoundland",0.023,0.0395,0.03125,0.12
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.84,0.37,0.37,1.737,74,59,"Placentia,
 Newfoundland",0.037,0.0295,0.03325,0.37
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.31,0.15,0.15,1.701,101,38,"Placentia,
 Newfoundland",0.0505,0.019,0.03475,0.15
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.36,0.22,0.22,1.664,124,107,"Placentia,
 Newfoundland",0.062,0.0535,0.05775,0.22
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.29,0.08,0.08,1.616,104,117,"Placentia,
 Newfoundland",0.052,0.0585,0.05525,0.08
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.34,0.13,0.13,1.564,93,95,"Placentia,
 Newfoundland",0.0465,0.0475,0.047,0.13
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.5,0.27,0.27,1.514,114,69,"Placentia,
 Newfoundland",0.057,0.0345,0.04575,0.27
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.33,0.06,0.06,1.454,133,33,"Placentia,
 Newfoundland",0.0665,0.0165,0.0415,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.34,0.07,0.07,1.428,72,15,"Placentia,
 Newfoundland",0.036,0.0075,0.02175,0.07
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.43,0.1,0.1,1.421,13,14,"Placentia,
 Newfoundland",0.0065,0.007,0.00675,0.1
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.47,0.11,0.11,1.415,14,18,"Placentia,
 Newfoundland",0.007,0.009,0.008,0.11
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.49,0.14,0.14,1.41,14,30,"Placentia,
 Newfoundland",0.007,0.015,0.011,0.14
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.5,0.13,0.13,1.408,11,54,"Placentia,
 Newfoundland",0.0055,0.027,0.01625,0.13
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.56,0.15,0.15,1.405,12,67,"Placentia,
 Newfoundland",0.006,0.0335,0.01975,0.15
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.51,0.11,0.11,1.396,17,64,"Placentia,
 Newfoundland",0.0085,0.032,0.02025,0.11
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.44,0.1,0.1,1.381,26,53,"Placentia,
 Newfoundland",0.013,0.0265,0.01975,0.1
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.51,0.12,0.12,1.369,34,45,"Placentia,
 Newfoundland",0.017,0.0225,0.01975,0.12
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Testates,47.235,-53.96,-0.53,0.1,0.1,1.357,42,40,"Placentia,
 Newfoundland",0.021,0.02,0.0205,0.1
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.62,0.06,0.06,1.342,52,35,"Placentia,
 Newfoundland",0.026,0.0175,0.02175,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.63,0.06,0.06,1.324,59,26,"Placentia,
 Newfoundland",0.0295,0.013,0.02125,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.6,0.06,0.06,1.307,58,58,"Placentia,
 Newfoundland",0.029,0.029,0.029,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.71,0.05,0.05,1.285,58,85,"Placentia,
 Newfoundland",0.029,0.0425,0.03575,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.75,0.04,0.04,1.259,60,92,"Placentia,
 Newfoundland",0.03,0.046,0.038,0.04
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.71,0.06,0.06,1.239,63,98,"Placentia,
 Newfoundland",0.0315,0.049,0.04025,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.72,0.06,0.06,1.217,72,102,"Placentia,
 Newfoundland",0.036,0.051,0.0435,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.79,0.05,0.05,1.196,71,107,"Placentia,
 Newfoundland",0.0355,0.0535,0.0445,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.81,0.05,0.05,1.17,67,119,"Placentia,
 Newfoundland",0.0335,0.0595,0.0465,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.83,0.05,0.05,1.139,65,171,"Placentia,
 Newfoundland",0.0325,0.0855,0.059,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.84,0.05,0.05,1.093,78,232,"Placentia,
 Newfoundland",0.039,0.116,0.0775,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.83,0.06,0.06,1.045,86,303,"Placentia,
 Newfoundland",0.043,0.1515,0.09725,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.89,0.05,0.05,0.943,140,277,"Placentia,
 Newfoundland",0.07,0.1385,0.10425,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.9,0.05,0.05,0.787,207,184,"Placentia,
 Newfoundland",0.1035,0.092,0.09775,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.9,0.06,0.06,0.634,281,160,"Placentia,
 Newfoundland",0.1405,0.08,0.11025,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.92,0.06,0.06,0.523,175,187,"Placentia,
 Newfoundland",0.0875,0.0935,0.0905,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.93,0.06,0.06,0.395,145,185,"Placentia,
 Newfoundland",0.0725,0.0925,0.0825,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.93,0.08,0.08,0.255,199,197,"Placentia,
 Newfoundland",0.0995,0.0985,0.099,0.08
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.99,0.06,0.06,0.096,191,109,"Placentia,
 Newfoundland",0.0955,0.0545,0.075,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-0.96,0.07,0.07,0.039,160,95,"Placentia,
 Newfoundland",0.08,0.0475,0.06375,0.07
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.07,0.05,0.05,-0.016,127,72,"Placentia,
 Newfoundland",0.0635,0.036,0.04975,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.07,0.05,0.05,-0.068,100,80,"Placentia,
 Newfoundland",0.05,0.04,0.045,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.09,0.05,0.05,-0.113,58,69,"Placentia,
 Newfoundland",0.029,0.0345,0.03175,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.11,0.05,0.05,-0.154,67,55,"Placentia,
 Newfoundland",0.0335,0.0275,0.0305,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.13,0.05,0.05,-0.197,76,46,"Placentia,
 Newfoundland",0.038,0.023,0.0305,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.1,0.06,0.06,-0.22,52,37,"Placentia,
 Newfoundland",0.026,0.0185,0.02225,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.16,0.06,0.06,-0.232,26,39,"Placentia,
 Newfoundland",0.013,0.0195,0.01625,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.16,0.06,0.06,-0.242,32,37,"Placentia,
 Newfoundland",0.016,0.0185,0.01725,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.21,0.05,0.05,-0.252,34,40,"Placentia,
 Newfoundland",0.017,0.02,0.0185,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.23,0.05,0.05,-0.267,38,44,"Placentia,
 Newfoundland",0.019,0.022,0.0205,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.27,0.04,0.04,-0.283,43,48,"Placentia,
 Newfoundland",0.0215,0.024,0.02275,0.04
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.27,0.05,0.05,-0.298,48,46,"Placentia,
 Newfoundland",0.024,0.023,0.0235,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.3,0.05,0.05,-0.311,52,41,"Placentia,
 Newfoundland",0.026,0.0205,0.02325,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.29,0.06,0.06,-0.33,64,40,"Placentia,
 Newfoundland",0.032,0.02,0.026,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.35,0.05,0.05,-0.354,73,32,"Placentia,
 Newfoundland",0.0365,0.016,0.02625,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.34,0.05,0.05,-0.376,58,21,"Placentia,
 Newfoundland",0.029,0.0105,0.01975,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.39,0.05,0.05,-0.397,46,64,"Placentia,
 Newfoundland",0.023,0.032,0.0275,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.4,0.05,0.05,-0.432,35,76,"Placentia,
 Newfoundland",0.0175,0.038,0.02775,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.41,0.05,0.05,-0.479,66,87,"Placentia,
 Newfoundland",0.033,0.0435,0.03825,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.4,0.06,0.06,-0.525,80,89,"Placentia,
 Newfoundland",0.04,0.0445,0.04225,0.06
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.34,0.07,0.07,-0.563,74,124,"Placentia,
 Newfoundland",0.037,0.062,0.0495,0.07
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.46,0.05,0.05,-0.602,66,140,"Placentia,
 Newfoundland",0.033,0.07,0.0515,0.05
North Atlantic,Newfoundland,Placentia,Kemp et al. (2018),Foraminifera,47.235,-53.96,-1.32,0.1,0.1,-0.634,78,143,"Placentia,
 Newfoundland",0.039,0.0715,0.05525,0.1
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,0.12,0.15,0.15,2.014,2,2,"Saint Simeon,
 Quebec",0.001,0.001,0.001,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,0.04,0.15,0.15,2.011,1,1,"Saint Simeon,
 Quebec",5e-4,5e-4,5e-4,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,0.03,0.15,0.15,2.009,2,2,"Saint Simeon,
 Quebec",0.001,0.001,0.001,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,0.06,0.15,0.15,2.006,2,2,"Saint Simeon,
 Quebec",0.001,0.001,0.001,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.02,0.16,0.16,2.004,2,2,"Saint Simeon,
 Quebec",0.001,0.001,0.001,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.05,0.16,0.16,2.001,2,2,"Saint Simeon,
 Quebec",0.001,0.001,0.001,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.08,0.16,0.16,1.997,3,3,"Saint Simeon,
 Quebec",0.0015,0.0015,0.0015,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.09,0.16,0.16,1.99,4,4,"Saint Simeon,
 Quebec",0.002,0.002,0.002,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.06,0.16,0.16,1.982,3,3,"Saint Simeon,
 Quebec",0.0015,0.0015,0.0015,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.02,0.15,0.15,1.975,4,4,"Saint Simeon,
 Quebec",0.002,0.002,0.002,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,0.08,0.15,0.15,1.965,3,3,"Saint Simeon,
 Quebec",0.0015,0.0015,0.0015,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,0.01,0.15,0.15,1.957,3,3,"Saint Simeon,
 Quebec",0.0015,0.0015,0.0015,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.09,0.15,0.15,1.952,3,3,"Saint Simeon,
 Quebec",0.0015,0.0015,0.0015,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.11,0.16,0.16,1.947,4,4,"Saint Simeon,
 Quebec",0.002,0.002,0.002,0.16
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.08,0.15,0.15,1.94,5,5,"Saint Simeon,
 Quebec",0.0025,0.0025,0.0025,0.15
North Atlantic,Quebec,Saint Simeon,Barnett et al. (2019),Foraminifera,48.067,-65.545,-0.1,0.15,0.15,1.932,5,5,"Saint Simeon,
 Quebec",0.0025,0.0025,0.0025,0.15
