Region,Site,Reference,LongLat,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,SiteName,Age_er_max,Age_er_min,Age_er_average,RSL_er_average,site,data_type_id,data_lm_slope,data_lm_slope_err,ICE5_GIA_slope
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.74,0.06,0.06,1.692,"Chezzetcook Inlet,
 Nova Scotia",0.014,0.017,0.0155,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.78,0.06,0.06,1.683,"Chezzetcook Inlet,
 Nova Scotia",0.0135,0.0145,0.014,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.78,0.06,0.06,1.672,"Chezzetcook Inlet,
 Nova Scotia",0.0115,0.012,0.01175,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.79,0.06,0.06,1.66,"Chezzetcook Inlet,
 Nova Scotia",0.0095,0.0095,0.0095,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.84,0.06,0.06,1.646,"Chezzetcook Inlet,
 Nova Scotia",0.0115,0.011,0.01125,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.87,0.06,0.06,1.633,"Chezzetcook Inlet,
 Nova Scotia",0.0115,0.0115,0.0115,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.87,0.06,0.06,1.626,"Chezzetcook Inlet,
 Nova Scotia",0.0115,0.012,0.01175,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.88,0.06,0.06,1.62,"Chezzetcook Inlet,
 Nova Scotia",0.012,0.0125,0.01225,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.9,0.06,0.06,1.609,"Chezzetcook Inlet,
 Nova Scotia",0.0135,0.0135,0.0135,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.91,0.06,0.06,1.598,"Chezzetcook Inlet,
 Nova Scotia",0.0145,0.015,0.01475,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.92,0.06,0.06,1.588,"Chezzetcook Inlet,
 Nova Scotia",0.0155,0.0155,0.0155,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.95,0.06,0.06,1.577,"Chezzetcook Inlet,
 Nova Scotia",0.016,0.0165,0.01625,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.95,0.06,0.06,1.572,"Chezzetcook Inlet,
 Nova Scotia",0.0165,0.017,0.01675,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.98,0.06,0.06,1.567,"Chezzetcook Inlet,
 Nova Scotia",0.017,0.0175,0.01725,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-0.98,0.06,0.06,1.556,"Chezzetcook Inlet,
 Nova Scotia",0.0175,0.0185,0.018,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.02,0.06,0.06,1.544,"Chezzetcook Inlet,
 Nova Scotia",0.0165,0.019,0.01775,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.04,0.06,0.06,1.533,"Chezzetcook Inlet,
 Nova Scotia",0.0155,0.019,0.01725,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.04,0.06,0.06,1.527,"Chezzetcook Inlet,
 Nova Scotia",0.015,0.019,0.017,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.06,0.06,0.06,1.522,"Chezzetcook Inlet,
 Nova Scotia",0.0145,0.019,0.01675,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.06,0.06,0.06,1.512,"Chezzetcook Inlet,
 Nova Scotia",0.0135,0.018,0.01575,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.11,0.06,0.06,1.502,"Chezzetcook Inlet,
 Nova Scotia",0.013,0.0165,0.01475,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.11,0.06,0.06,1.492,"Chezzetcook Inlet,
 Nova Scotia",0.013,0.014,0.0135,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.12,0.06,0.06,1.484,"Chezzetcook Inlet,
 Nova Scotia",0.0125,0.013,0.01275,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.14,0.06,0.06,1.479,"Chezzetcook Inlet,
 Nova Scotia",0.012,0.013,0.0125,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.16,0.06,0.06,1.473,"Chezzetcook Inlet,
 Nova Scotia",0.012,0.013,0.0125,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.2,0.06,0.06,1.45,"Chezzetcook Inlet,
 Nova Scotia",0.012,0.014,0.013,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.2,0.06,0.06,1.426,"Chezzetcook Inlet,
 Nova Scotia",0.0115,0.0125,0.012,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.27,0.06,0.06,1.402,"Chezzetcook Inlet,
 Nova Scotia",0.0125,0.0135,0.013,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.32,0.06,0.06,1.377,"Chezzetcook Inlet,
 Nova Scotia",0.0125,0.0155,0.014,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.32,0.06,0.06,1.353,"Chezzetcook Inlet,
 Nova Scotia",0.012,0.018,0.015,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.4,0.06,0.06,1.33,"Chezzetcook Inlet,
 Nova Scotia",0.0115,0.018,0.01475,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.4,0.06,0.06,1.308,"Chezzetcook Inlet,
 Nova Scotia",0.012,0.017,0.0145,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.44,0.06,0.06,1.285,"Chezzetcook Inlet,
 Nova Scotia",0.014,0.017,0.0155,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.52,0.06,0.06,1.261,"Chezzetcook Inlet,
 Nova Scotia",0.0155,0.017,0.01625,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.56,0.06,0.06,1.238,"Chezzetcook Inlet,
 Nova Scotia",0.016,0.0165,0.01625,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.56,0.06,0.06,1.214,"Chezzetcook Inlet,
 Nova Scotia",0.016,0.016,0.016,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.64,0.06,0.06,1.19,"Chezzetcook Inlet,
 Nova Scotia",0.016,0.016,0.016,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.6,0.06,0.06,1.184,"Chezzetcook Inlet,
 Nova Scotia",0.0155,0.016,0.01575,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.68,0.06,0.06,1.166,"Chezzetcook Inlet,
 Nova Scotia",0.017,0.017,0.017,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.71,0.06,0.06,1.141,"Chezzetcook Inlet,
 Nova Scotia",0.0175,0.018,0.01775,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.76,0.06,0.06,1.117,"Chezzetcook Inlet,
 Nova Scotia",0.017,0.019,0.018,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.78,0.06,0.06,1.092,"Chezzetcook Inlet,
 Nova Scotia",0.018,0.021,0.0195,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.83,0.06,0.06,1.068,"Chezzetcook Inlet,
 Nova Scotia",0.0185,0.0225,0.0205,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.88,0.06,0.06,1.043,"Chezzetcook Inlet,
 Nova Scotia",0.018,0.024,0.021,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.92,0.06,0.06,1.019,"Chezzetcook Inlet,
 Nova Scotia",0.018,0.025,0.0215,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.96,0.06,0.06,0.999,"Chezzetcook Inlet,
 Nova Scotia",0.02,0.024,0.022,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-1.98,0.06,0.06,0.989,"Chezzetcook Inlet,
 Nova Scotia",0.0215,0.023,0.02225,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),44.7_-63.3,44.7,-63.3,-2.04,0.06,0.06,0.96,"Chezzetcook Inlet,
 Nova Scotia",0.025,0.0235,0.02425,0.06,01,ProxyData,1.76,5.4600985424657845e-77,0.6308398246765137
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.06,0.17,0.17,2.01,"Sanborn Cove,
 Maine",5e-4,5e-4,5e-4,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.21,0.17,0.17,1.998,"Sanborn Cove,
 Maine",0.004,0.0035,0.00375,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.12,0.17,0.17,1.988,"Sanborn Cove,
 Maine",0.0035,0.0035,0.0035,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.21,0.17,0.17,1.981,"Sanborn Cove,
 Maine",0.0035,0.003,0.00325,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.18,0.17,0.17,1.976,"Sanborn Cove,
 Maine",0.003,0.0025,0.00275,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.23,0.17,0.17,1.969,"Sanborn Cove,
 Maine",0.002,0.0025,0.00225,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.18,0.17,0.17,1.966,"Sanborn Cove,
 Maine",0.0025,0.0015,0.002,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.25,0.17,0.17,1.96,"Sanborn Cove,
 Maine",0.0015,0.0015,0.0015,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.22,0.17,0.17,1.953,"Sanborn Cove,
 Maine",0.0025,0.004,0.00325,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.33,0.17,0.17,1.948,"Sanborn Cove,
 Maine",0.0035,0.0045,0.004,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.37,0.18,0.18,1.941,"Sanborn Cove,
 Maine",0.0045,0.005,0.00475,0.18,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.35,0.17,0.17,1.935,"Sanborn Cove,
 Maine",0.005,0.0055,0.00525,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.38,0.17,0.17,1.928,"Sanborn Cove,
 Maine",0.005,0.006,0.0055,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.35,0.17,0.17,1.92,"Sanborn Cove,
 Maine",0.005,0.0065,0.00575,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.33,0.18,0.18,1.904,"Sanborn Cove,
 Maine",0.007,0.0115,0.00925,0.18,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.36,0.18,0.18,1.894,"Sanborn Cove,
 Maine",0.0095,0.013,0.01125,0.18,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.34,0.18,0.18,1.886,"Sanborn Cove,
 Maine",0.0115,0.013,0.01225,0.18,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.38,0.18,0.18,1.876,"Sanborn Cove,
 Maine",0.012,0.013,0.0125,0.18,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.38,0.18,0.18,1.868,"Sanborn Cove,
 Maine",0.0125,0.013,0.01275,0.18,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.36,0.17,0.17,1.859,"Sanborn Cove,
 Maine",0.012,0.012,0.012,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.36,0.17,0.17,1.85,"Sanborn Cove,
 Maine",0.012,0.012,0.012,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.35,0.18,0.18,1.842,"Sanborn Cove,
 Maine",0.0135,0.0125,0.013,0.18,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.45,0.17,0.17,1.837,"Sanborn Cove,
 Maine",0.0145,0.013,0.01375,0.17,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.38,0.19,0.19,1.831,"Sanborn Cove,
 Maine",0.0145,0.013,0.01375,0.19,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.37,0.19,0.19,1.825,"Sanborn Cove,
 Maine",0.0145,0.0125,0.0135,0.19,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.42,0.19,0.19,1.82,"Sanborn Cove,
 Maine",0.0145,0.0125,0.0135,0.19,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.41,0.19,0.19,1.815,"Sanborn Cove,
 Maine",0.014,0.012,0.013,0.19,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.46,0.18,0.18,1.81,"Sanborn Cove,
 Maine",0.0135,0.012,0.01275,0.18,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.41,0.19,0.19,1.805,"Sanborn Cove,
 Maine",0.013,0.0115,0.01225,0.19,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.45,0.19,0.19,1.798,"Sanborn Cove,
 Maine",0.0115,0.0115,0.0115,0.19,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.4,0.18,0.18,1.793,"Sanborn Cove,
 Maine",0.0105,0.011,0.01075,0.18,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.46,0.19,0.19,1.788,"Sanborn Cove,
 Maine",0.0095,0.011,0.01025,0.19,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.41,0.18,0.18,1.784,"Sanborn Cove,
 Maine",0.0085,0.0105,0.0095,0.18,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.47,0.19,0.19,1.779,"Sanborn Cove,
 Maine",0.008,0.01,0.009,0.19,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.49,0.19,0.19,1.774,"Sanborn Cove,
 Maine",0.0065,0.01,0.00825,0.19,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.5,0.19,0.19,1.77,"Sanborn Cove,
 Maine",0.006,0.0095,0.00775,0.19,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.5,0.19,0.19,1.768,"Sanborn Cove,
 Maine",0.0065,0.008,0.00725,0.19,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.54,0.19,0.19,1.764,"Sanborn Cove,
 Maine",0.0065,0.007,0.00675,0.19,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.49,0.18,0.18,1.76,"Sanborn Cove,
 Maine",0.006,0.006,0.006,0.18,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.54,0.19,0.19,1.755,"Sanborn Cove,
 Maine",0.005,0.0055,0.00525,0.19,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.62,0.18,0.18,1.746,"Sanborn Cove,
 Maine",0.006,0.008,0.007,0.18,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Maine,Sanborn Cove,Gehrels et al (2020),44.7_-67.4,44.7,-67.4,-0.59,0.19,0.19,1.739,"Sanborn Cove,
 Maine",0.007,0.0085,0.00775,0.19,01,ProxyData,3.23,2.1297031887453333e-5,0.0826696902513504
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,0.04,0.08,0.08,2.01,"Barn Island,
 Connecticut",5e-4,5e-4,5e-4,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,0.04,0.08,0.08,2.007,"Barn Island,
 Connecticut",0.0015,0.003,0.00225,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,-0.04,0.08,0.08,2.004,"Barn Island,
 Connecticut",0.0015,0.003,0.00225,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,0.01,0.08,0.08,2.002,"Barn Island,
 Connecticut",0.0015,0.003,0.00225,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,-0.07,0.08,0.08,2,"Barn Island,
 Connecticut",0.0015,0.0035,0.0025,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,-0.01,0.08,0.08,1.997,"Barn Island,
 Connecticut",0.002,0.004,0.003,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,-0.11,0.08,0.08,1.994,"Barn Island,
 Connecticut",0.002,0.004,0.003,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,-0.06,0.08,0.08,1.99,"Barn Island,
 Connecticut",0.002,0.005,0.0035,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,-0.05,0.08,0.08,1.986,"Barn Island,
 Connecticut",0.0025,0.0055,0.004,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,-0.11,0.08,0.08,1.98,"Barn Island,
 Connecticut",0.0035,0.0065,0.005,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,-0.15,0.08,0.08,1.976,"Barn Island,
 Connecticut",0.0035,0.0075,0.0055,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,-0.16,0.08,0.08,1.969,"Barn Island,
 Connecticut",0.004,0.0075,0.00575,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,-0.16,0.08,0.08,1.964,"Barn Island,
 Connecticut",0.004,0.008,0.006,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,-0.2,0.08,0.08,1.958,"Barn Island,
 Connecticut",0.0035,0.0055,0.0045,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
Connecticut,Barn Island,Gehrels et al (2020),41.3_-71.9,41.3,-71.9,-0.27,0.08,0.08,1.954,"Barn Island,
 Connecticut",0.001,0.002,0.0015,0.08,01,ProxyData,1,1.501415197664154e-12,0.9859690070152283
