Region,Site,Reference,LongLat,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,SiteName,Age_er_max,Age_er_min,Age_er_average,RSL_er_average,site,data_type_id,data_lm_slope,data_lm_slope_err,ICE5_GIA_slope
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.38,0.08,0.08,1.892,"Sand Point,
 North Carolina",0.0175,0.0185,0.018,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.4,0.08,0.08,1.882,"Sand Point,
 North Carolina",0.018,0.0185,0.01825,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.42,0.08,0.08,1.872,"Sand Point,
 North Carolina",0.0175,0.0185,0.018,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.45,0.08,0.08,1.857,"Sand Point,
 North Carolina",0.0185,0.0185,0.0185,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.47,0.08,0.08,1.846,"Sand Point,
 North Carolina",0.02,0.017,0.0185,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.48,0.08,0.08,1.841,"Sand Point,
 North Carolina",0.0195,0.017,0.01825,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.5,0.08,0.08,1.831,"Sand Point,
 North Carolina",0.019,0.015,0.017,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.53,0.08,0.08,1.815,"Sand Point,
 North Carolina",0.0165,0.0125,0.0145,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.54,0.08,0.08,1.809,"Sand Point,
 North Carolina",0.0155,0.011,0.01325,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.55,0.08,0.08,1.805,"Sand Point,
 North Carolina",0.0135,0.0105,0.012,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.56,0.08,0.08,1.8,"Sand Point,
 North Carolina",0.012,0.009,0.0105,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.57,0.08,0.08,1.794,"Sand Point,
 North Carolina",0.011,0.0095,0.01025,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.58,0.08,0.08,1.786,"Sand Point,
 North Carolina",0.01,0.011,0.0105,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.59,0.08,0.08,1.778,"Sand Point,
 North Carolina",0.008,0.015,0.0115,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.61,0.08,0.08,1.764,"Sand Point,
 North Carolina",0.012,0.02,0.016,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.63,0.08,0.08,1.75,"Sand Point,
 North Carolina",0.0145,0.0245,0.0195,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.65,0.08,0.08,1.734,"Sand Point,
 North Carolina",0.0185,0.028,0.02325,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.67,0.08,0.08,1.72,"Sand Point,
 North Carolina",0.021,0.03,0.0255,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.69,0.08,0.08,1.702,"Sand Point,
 North Carolina",0.025,0.03,0.0275,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.71,0.08,0.08,1.683,"Sand Point,
 North Carolina",0.0305,0.0315,0.031,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.73,0.08,0.08,1.661,"Sand Point,
 North Carolina",0.03,0.027,0.0285,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.74,0.08,0.08,1.65,"Sand Point,
 North Carolina",0.0295,0.0265,0.028,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.75,0.08,0.08,1.64,"Sand Point,
 North Carolina",0.0275,0.0245,0.026,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.76,0.08,0.08,1.631,"Sand Point,
 North Carolina",0.024,0.023,0.0235,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.79,0.08,0.08,1.589,"Sand Point,
 North Carolina",0.0175,0.0205,0.019,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.81,0.08,0.08,1.574,"Sand Point,
 North Carolina",0.0185,0.0215,0.02,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.83,0.08,0.08,1.557,"Sand Point,
 North Carolina",0.0205,0.021,0.02075,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.87,0.08,0.08,1.512,"Sand Point,
 North Carolina",0.023,0.023,0.023,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.9,0.08,0.08,1.484,"Sand Point,
 North Carolina",0.0255,0.0235,0.0245,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.91,0.08,0.08,1.474,"Sand Point,
 North Carolina",0.026,0.0215,0.02375,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.93,0.08,0.08,1.455,"Sand Point,
 North Carolina",0.0265,0.0195,0.023,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.95,0.08,0.08,1.436,"Sand Point,
 North Carolina",0.023,0.0155,0.01925,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.97,0.08,0.08,1.414,"Sand Point,
 North Carolina",0.0165,0.018,0.01725,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-0.99,0.08,0.08,1.394,"Sand Point,
 North Carolina",0.013,0.0245,0.01875,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.03,0.08,0.08,1.359,"Sand Point,
 North Carolina",0.02,0.024,0.022,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.07,0.08,0.08,1.325,"Sand Point,
 North Carolina",0.0215,0.0175,0.0195,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.1,0.08,0.08,1.3,"Sand Point,
 North Carolina",0.0175,0.0115,0.0145,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.12,0.08,0.08,1.281,"Sand Point,
 North Carolina",0.0125,0.0095,0.011,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.15,0.08,0.08,1.267,"Sand Point,
 North Carolina",0.008,0.0135,0.01075,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.18,0.08,0.08,1.253,"Sand Point,
 North Carolina",0.0115,0.017,0.01425,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.2,0.08,0.08,1.237,"Sand Point,
 North Carolina",0.014,0.018,0.016,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.23,0.08,0.08,1.221,"Sand Point,
 North Carolina",0.0175,0.024,0.02075,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.26,0.08,0.08,1.203,"Sand Point,
 North Carolina",0.0205,0.023,0.02175,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.28,0.08,0.08,1.192,"Sand Point,
 North Carolina",0.0215,0.024,0.02275,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.31,0.08,0.08,1.174,"Sand Point,
 North Carolina",0.024,0.0245,0.02425,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.33,0.08,0.08,1.159,"Sand Point,
 North Carolina",0.0235,0.0255,0.0245,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.36,0.08,0.08,1.137,"Sand Point,
 North Carolina",0.026,0.0245,0.02525,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.38,0.08,0.08,1.127,"Sand Point,
 North Carolina",0.0255,0.025,0.02525,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.42,0.08,0.08,1.099,"Sand Point,
 North Carolina",0.028,0.0225,0.02525,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.45,0.08,0.08,1.079,"Sand Point,
 North Carolina",0.0265,0.021,0.02375,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.48,0.08,0.08,1.063,"Sand Point,
 North Carolina",0.024,0.0185,0.02125,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.51,0.08,0.08,1.047,"Sand Point,
 North Carolina",0.022,0.018,0.02,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.53,0.08,0.08,1.036,"Sand Point,
 North Carolina",0.02,0.017,0.0185,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.56,0.08,0.08,1.018,"Sand Point,
 North Carolina",0.014,0.017,0.0155,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.59,0.08,0.08,0.994,"Sand Point,
 North Carolina",0.0155,0.022,0.01875,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.61,0.08,0.08,0.98,"Sand Point,
 North Carolina",0.0185,0.023,0.02075,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.66,0.08,0.08,0.938,"Sand Point,
 North Carolina",0.027,0.0225,0.02475,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.7,0.08,0.08,0.901,"Sand Point,
 North Carolina",0.0315,0.029,0.03025,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.73,0.08,0.08,0.879,"Sand Point,
 North Carolina",0.033,0.034,0.0335,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.75,0.08,0.08,0.864,"Sand Point,
 North Carolina",0.034,0.0345,0.03425,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.78,0.08,0.08,0.844,"Sand Point,
 North Carolina",0.0335,0.035,0.03425,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.8,0.08,0.08,0.829,"Sand Point,
 North Carolina",0.034,0.037,0.0355,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.83,0.08,0.08,0.806,"Sand Point,
 North Carolina",0.035,0.0355,0.03525,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.88,0.08,0.08,0.754,"Sand Point,
 North Carolina",0.034,0.0365,0.03525,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.89,0.08,0.08,0.735,"Sand Point,
 North Carolina",0.0365,0.035,0.03575,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.9,0.08,0.08,0.723,"Sand Point,
 North Carolina",0.037,0.035,0.036,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.91,0.08,0.08,0.713,"Sand Point,
 North Carolina",0.039,0.0355,0.03725,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.93,0.08,0.08,0.689,"Sand Point,
 North Carolina",0.039,0.037,0.038,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.95,0.08,0.08,0.666,"Sand Point,
 North Carolina",0.0365,0.035,0.03575,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.98,0.08,0.08,0.629,"Sand Point,
 North Carolina",0.036,0.033,0.0345,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-1.99,0.08,0.08,0.618,"Sand Point,
 North Carolina",0.0345,0.0315,0.033,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.02,0.08,0.08,0.576,"Sand Point,
 North Carolina",0.0305,0.0275,0.029,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.05,0.08,0.08,0.541,"Sand Point,
 North Carolina",0.0295,0.0275,0.0285,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.08,0.08,0.08,0.512,"Sand Point,
 North Carolina",0.0335,0.029,0.03125,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.1,0.08,0.08,0.494,"Sand Point,
 North Carolina",0.034,0.0275,0.03075,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.13,0.08,0.08,0.465,"Sand Point,
 North Carolina",0.033,0.0235,0.02825,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.15,0.08,0.08,0.436,"Sand Point,
 North Carolina",0.0385,0.021,0.02975,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.18,0.08,0.08,0.402,"Sand Point,
 North Carolina",0.037,0.0305,0.03375,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.21,0.08,0.08,0.37,"Sand Point,
 North Carolina",0.0375,0.033,0.03525,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.23,0.08,0.08,0.347,"Sand Point,
 North Carolina",0.037,0.0325,0.03475,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.26,0.08,0.08,0.305,"Sand Point,
 North Carolina",0.036,0.032,0.034,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.28,0.08,0.08,0.273,"Sand Point,
 North Carolina",0.0385,0.032,0.03525,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.31,0.08,0.08,0.242,"Sand Point,
 North Carolina",0.0405,0.04,0.04025,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.33,0.08,0.08,0.219,"Sand Point,
 North Carolina",0.0435,0.039,0.04125,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.35,0.08,0.08,0.198,"Sand Point,
 North Carolina",0.0435,0.038,0.04075,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.38,0.08,0.08,0.164,"Sand Point,
 North Carolina",0.042,0.0395,0.04075,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.4,0.08,0.08,0.144,"Sand Point,
 North Carolina",0.042,0.039,0.0405,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.43,0.08,0.08,0.108,"Sand Point,
 North Carolina",0.043,0.0375,0.04025,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.46,0.08,0.08,0.068,"Sand Point,
 North Carolina",0.034,0.036,0.035,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.49,0.08,0.08,0.024,"Sand Point,
 North Carolina",0.035,0.0355,0.03525,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.51,0.08,0.08,-0.002,"Sand Point,
 North Carolina",0.037,0.0365,0.03675,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.53,0.08,0.08,-0.027,"Sand Point,
 North Carolina",0.034,0.034,0.034,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.55,0.08,0.08,-0.052,"Sand Point,
 North Carolina",0.031,0.0315,0.03125,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.58,0.08,0.08,-0.093,"Sand Point,
 North Carolina",0.0255,0.0325,0.029,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.63,0.08,0.08,-0.141,"Sand Point,
 North Carolina",0.027,0.048,0.0375,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.66,0.08,0.08,-0.178,"Sand Point,
 North Carolina",0.028,0.0615,0.04475,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.11,0.08,0.08,0.552,"Sand Point,
 North Carolina",0.0545,0.074,0.06425,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.12,0.08,0.08,0.513,"Sand Point,
 North Carolina",0.0555,0.0585,0.057,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.14,0.08,0.08,0.488,"Sand Point,
 North Carolina",0.0545,0.0495,0.052,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.16,0.08,0.08,0.449,"Sand Point,
 North Carolina",0.051,0.0375,0.04425,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.19,0.08,0.08,0.412,"Sand Point,
 North Carolina",0.042,0.0285,0.03525,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
North Carolina,Sand Point,"Kemp et al. (2011), Kemp et al. (2017)",35.9_-75.7,35.9,-75.7,-2.22,0.08,0.08,0.379,"Sand Point,
 North Carolina",0.0195,0.036,0.02775,0.08,01,ProxyData,0.97,1.221858146060826e-108,0.688460111618042
